Annot,1,2,3,N,geneID1,geneIDCommon,geneID2
Toll-like receptor signaling pathway,2,2,2,1666,P31750:thymoma viral proto-oncogene 1(Akt1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab),P31750:thymoma viral proto-oncogene 1(Akt1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab),P31750:thymoma viral proto-oncogene 1(Akt1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)
Toxoplasmosis,2,2,2,1666,P31750:thymoma viral proto-oncogene 1(Akt1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab),P31750:thymoma viral proto-oncogene 1(Akt1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab),P31750:thymoma viral proto-oncogene 1(Akt1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)
Tuberculosis,2,2,2,1666,P31750:thymoma viral proto-oncogene 1(Akt1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab),P31750:thymoma viral proto-oncogene 1(Akt1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab),P31750:thymoma viral proto-oncogene 1(Akt1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)
VEGF signaling pathway,2,2,2,1666,P31750:thymoma viral proto-oncogene 1(Akt1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab),P31750:thymoma viral proto-oncogene 1(Akt1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab),P31750:thymoma viral proto-oncogene 1(Akt1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)
Vascular smooth muscle contraction,11,11,11,1666,P31750:thymoma viral proto-oncogene 1(Akt1)_ P12023:amyloid beta (A4) precursor protein(App)_ O54774:adaptor-related protein complex 3; delta 1 subunit(Ap3d1)_ P50428:arylsulfatase A(Arsa)_ Q9ERK7:cholinergic receptor; nicotinic; beta polypeptide 2 (neuronal)(Chrnb2)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)_ P04627:Araf proto-oncogene; serine/threonine kinase(Araf)_ Q9JI91:actinin alpha 2(Actn2)_ P05064:aldolase A; fructose-bisphosphate(Aldoa)_ P09242:alkaline phosphatase; liver/bone/kidney(Alpl)_ P24638:acid phosphatase 2; lysosomal(Acp2),P31750:thymoma viral proto-oncogene 1(Akt1)_ P12023:amyloid beta (A4) precursor protein(App)_ Q9ERK7:cholinergic receptor; nicotinic; beta polypeptide 2 (neuronal)(Chrnb2)_ P50428:arylsulfatase A(Arsa)_ O54774:adaptor-related protein complex 3; delta 1 subunit(Ap3d1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)_ P04627:Araf proto-oncogene; serine/threonine kinase(Araf)_ Q9JI91:actinin alpha 2(Actn2)_ P05064:aldolase A; fructose-bisphosphate(Aldoa)_ P09242:alkaline phosphatase; liver/bone/kidney(Alpl)_ P24638:acid phosphatase 2; lysosomal(Acp2),P31750:thymoma viral proto-oncogene 1(Akt1)_ P12023:amyloid beta (A4) precursor protein(App)_ O54774:adaptor-related protein complex 3; delta 1 subunit(Ap3d1)_ P50428:arylsulfatase A(Arsa)_ Q9ERK7:cholinergic receptor; nicotinic; beta polypeptide 2 (neuronal)(Chrnb2)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)_ P04627:Araf proto-oncogene; serine/threonine kinase(Araf)_ Q9JI91:actinin alpha 2(Actn2)_ P05064:aldolase A; fructose-bisphosphate(Aldoa)_ P09242:alkaline phosphatase; liver/bone/kidney(Alpl)_ P24638:acid phosphatase 2; lysosomal(Acp2)
Viral carcinogenesis,9,9,10,1666,P31750:thymoma viral proto-oncogene 1(Akt1)_ P12023:amyloid beta (A4) precursor protein(App)_ O54774:adaptor-related protein complex 3; delta 1 subunit(Ap3d1)_ P50428:arylsulfatase A(Arsa)_ Q9ERK7:cholinergic receptor; nicotinic; beta polypeptide 2 (neuronal)(Chrnb2)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)_ Q9JI91:actinin alpha 2(Actn2)_ P05064:aldolase A; fructose-bisphosphate(Aldoa)_ P09242:alkaline phosphatase; liver/bone/kidney(Alpl),P31750:thymoma viral proto-oncogene 1(Akt1)_ P12023:amyloid beta (A4) precursor protein(App)_ Q9ERK7:cholinergic receptor; nicotinic; beta polypeptide 2 (neuronal)(Chrnb2)_ P50428:arylsulfatase A(Arsa)_ O54774:adaptor-related protein complex 3; delta 1 subunit(Ap3d1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)_ Q9JI91:actinin alpha 2(Actn2)_ P05064:aldolase A; fructose-bisphosphate(Aldoa)_ P09242:alkaline phosphatase; liver/bone/kidney(Alpl),P31750:thymoma viral proto-oncogene 1(Akt1)_ P53698:cytochrome c capable of functionally substituting for S. cerevisiae CYC1 (YJR048W) mitochondrial iso-1-cytochrome c(CYC1)_ P12023:amyloid beta (A4) precursor protein(App)_ Q9ERK7:cholinergic receptor; nicotinic; beta polypeptide 2 (neuronal)(Chrnb2)_ P50428:arylsulfatase A(Arsa)_ O54774:adaptor-related protein complex 3; delta 1 subunit(Ap3d1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)_ Q9JI91:actinin alpha 2(Actn2)_ P05064:aldolase A; fructose-bisphosphate(Aldoa)_ P09242:alkaline phosphatase; liver/bone/kidney(Alpl)
cAMP signaling pathway,12,12,12,1666,P31750:thymoma viral proto-oncogene 1(Akt1)_ P09242:alkaline phosphatase; liver/bone/kidney(Alpl)_ P12023:amyloid beta (A4) precursor protein(App)_ O54774:adaptor-related protein complex 3; delta 1 subunit(Ap3d1)_ P50428:arylsulfatase A(Arsa)_ Q9ERK7:cholinergic receptor; nicotinic; beta polypeptide 2 (neuronal)(Chrnb2)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)_ P04627:Araf proto-oncogene; serine/threonine kinase(Araf)_ Q9JI91:actinin alpha 2(Actn2)_ P05064:aldolase A; fructose-bisphosphate(Aldoa)_ Q8VDN2:ATPase; Na+/K+ transporting; alpha 1 polypeptide(Atp1a1)_ P24638:acid phosphatase 2; lysosomal(Acp2),P31750:thymoma viral proto-oncogene 1(Akt1)_ Q8VDN2:ATPase; Na+/K+ transporting; alpha 1 polypeptide(Atp1a1)_ P12023:amyloid beta (A4) precursor protein(App)_ Q9ERK7:cholinergic receptor; nicotinic; beta polypeptide 2 (neuronal)(Chrnb2)_ P50428:arylsulfatase A(Arsa)_ O54774:adaptor-related protein complex 3; delta 1 subunit(Ap3d1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)_ P04627:Araf proto-oncogene; serine/threonine kinase(Araf)_ Q9JI91:actinin alpha 2(Actn2)_ P05064:aldolase A; fructose-bisphosphate(Aldoa)_ P09242:alkaline phosphatase; liver/bone/kidney(Alpl)_ P24638:acid phosphatase 2; lysosomal(Acp2),P31750:thymoma viral proto-oncogene 1(Akt1)_ P09242:alkaline phosphatase; liver/bone/kidney(Alpl)_ P12023:amyloid beta (A4) precursor protein(App)_ O54774:adaptor-related protein complex 3; delta 1 subunit(Ap3d1)_ P50428:arylsulfatase A(Arsa)_ Q9ERK7:cholinergic receptor; nicotinic; beta polypeptide 2 (neuronal)(Chrnb2)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)_ P04627:Araf proto-oncogene; serine/threonine kinase(Araf)_ Q9JI91:actinin alpha 2(Actn2)_ P05064:aldolase A; fructose-bisphosphate(Aldoa)_ Q8VDN2:ATPase; Na+/K+ transporting; alpha 1 polypeptide(Atp1a1)_ P24638:acid phosphatase 2; lysosomal(Acp2)
cGMP-PKG signaling pathway,12,12,12,1666,P31750:thymoma viral proto-oncogene 1(Akt1)_ P09242:alkaline phosphatase; liver/bone/kidney(Alpl)_ P12023:amyloid beta (A4) precursor protein(App)_ Q9ERK7:cholinergic receptor; nicotinic; beta polypeptide 2 (neuronal)(Chrnb2)_ P50428:arylsulfatase A(Arsa)_ O54774:adaptor-related protein complex 3; delta 1 subunit(Ap3d1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)_ P04627:Araf proto-oncogene; serine/threonine kinase(Araf)_ Q9JI91:actinin alpha 2(Actn2)_ P05064:aldolase A; fructose-bisphosphate(Aldoa)_ Q8VDN2:ATPase; Na+/K+ transporting; alpha 1 polypeptide(Atp1a1)_ P24638:acid phosphatase 2; lysosomal(Acp2),P31750:thymoma viral proto-oncogene 1(Akt1)_ Q8VDN2:ATPase; Na+/K+ transporting; alpha 1 polypeptide(Atp1a1)_ P12023:amyloid beta (A4) precursor protein(App)_ O54774:adaptor-related protein complex 3; delta 1 subunit(Ap3d1)_ P50428:arylsulfatase A(Arsa)_ Q9ERK7:cholinergic receptor; nicotinic; beta polypeptide 2 (neuronal)(Chrnb2)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)_ P04627:Araf proto-oncogene; serine/threonine kinase(Araf)_ Q9JI91:actinin alpha 2(Actn2)_ P05064:aldolase A; fructose-bisphosphate(Aldoa)_ P09242:alkaline phosphatase; liver/bone/kidney(Alpl)_ P24638:acid phosphatase 2; lysosomal(Acp2),P31750:thymoma viral proto-oncogene 1(Akt1)_ P09242:alkaline phosphatase; liver/bone/kidney(Alpl)_ P12023:amyloid beta (A4) precursor protein(App)_ Q9ERK7:cholinergic receptor; nicotinic; beta polypeptide 2 (neuronal)(Chrnb2)_ P50428:arylsulfatase A(Arsa)_ O54774:adaptor-related protein complex 3; delta 1 subunit(Ap3d1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)_ P04627:Araf proto-oncogene; serine/threonine kinase(Araf)_ Q9JI91:actinin alpha 2(Actn2)_ P05064:aldolase A; fructose-bisphosphate(Aldoa)_ Q8VDN2:ATPase; Na+/K+ transporting; alpha 1 polypeptide(Atp1a1)_ P24638:acid phosphatase 2; lysosomal(Acp2)
mTOR signaling pathway,2,2,2,1666,P31750:thymoma viral proto-oncogene 1(Akt1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab),P31750:thymoma viral proto-oncogene 1(Akt1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab),P31750:thymoma viral proto-oncogene 1(Akt1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)
2-Oxocarboxylic acid metabolism,0,0,5,1666,,,Q5A644:aconitase family protein similar to S. cerevisiae LYS4 (YDR234W) mitochondrial homoaconitase(LYS4)_ P09242:alkaline phosphatase; liver/bone/kidney(Alpl)_ P53698:cytochrome c capable of functionally substituting for S. cerevisiae CYC1 (YJR048W) mitochondrial iso-1-cytochrome c(CYC1)_ Q9JI91:actinin alpha 2(Actn2)_ Q9ERK7:cholinergic receptor; nicotinic; beta polypeptide 2 (neuronal)(Chrnb2)
Sulfur metabolism,0,0,1,1666,,,P53698:cytochrome c capable of functionally substituting for S. cerevisiae CYC1 (YJR048W) mitochondrial iso-1-cytochrome c(CYC1)
Lysine biosynthesis,0,0,5,1666,,,Q5A644:aconitase family protein similar to S. cerevisiae LYS4 (YDR234W) mitochondrial homoaconitase(LYS4)_ P09242:alkaline phosphatase; liver/bone/kidney(Alpl)_ P53698:cytochrome c capable of functionally substituting for S. cerevisiae CYC1 (YJR048W) mitochondrial iso-1-cytochrome c(CYC1)_ Q9JI91:actinin alpha 2(Actn2)_ Q9ERK7:cholinergic receptor; nicotinic; beta polypeptide 2 (neuronal)(Chrnb2)
